Context (stripped away),Speaker,English,Translated,File name,Line number
,,I r<5>e<5>a<5>l<5>l<5>y<10> hope it's not a pirate!,我<5>真<5>的<10>希望它不是海盗！,Vellie/mandolynCheck,65
,,I've heard so many horror stories about pirates.,关于海盗的恐怖故事我可听得多了。,Vellie/mandolynCheck,65
,,There's <15>even rumours of a... <30><b>h<5>u<5>m<5>o<5>n<5>g<5>o<5>u<5>s<b> one!,甚至还有<15>传言说有一个……<nl><30><b>非<5>常<5>巨<5>大<b>的海盗！,Vellie/mandolynCheck,78
,,How can their ships stay afloat<nl>if there're pirates like that?,如果真有那么大的海盗，那他<nl>们的船为什么还能漂在空中？,Vellie/mandolynCheck,78
,,"Haha, but we're safe here in Vellie!",哈哈，不过我们在村里还是很安全的！,Vellie/mandolynCheck,91
,,"Just... try not to play around too much, right Otus?",只要……别在巡逻时经常溜出<nl>去玩，对吧欧图斯？,Vellie/mandolynCheck,96
,,We'll be fine as long as you stay focused!,只要你能专心工作，村子就会很安全！,Vellie/mandolynCheck,101
,,Is Geddy working on the cannon today?,格迪今天也在修理大炮吗？,Vellie/mandolynCheck,119
,,He seems so responsible after<nl>his military training in <b>Advent<b>!,他在<b>爱文德城<b>接受过军事训练<nl>后，就变得非常有责任心了！,Vellie/mandolynCheck,119
,,He's way more confident than he used to be.<nl><30>It's like he's a different person!,他比原来自信多了。<30>简直像变了个人！,Vellie/mandolynCheck,119
,,<10>.<10>.<10>.,<10>…<10>…<10>…,Vellie/mandolynCheck,129
,,"Not that it matters to me, <15>of <15>course.",当<15>然<15>，这和我没什么关系。,Vellie/mandolynCheck,134
,,"La, la, la!",啦，啦，啦！,Vellie/mandolynCheck,149
,,"Oh, how I'd love to perform in <b>Advent<b> one day!",哦，我很想有天能在<b>爱文德城<b><nl>进行表演！,Vellie/mandolynCheck,164
,,I hope I can go there soon!<nl>There's so much to see in <b>Advent<b>!,我希望我能早点去到那里！<nl><b>爱文德城<b>有太多我想看的东西了！,Vellie/mandolynCheck,164
,,"Maybe Asio will take you there too, Otus!",可能艾西欧也会带你去，欧图斯！,Vellie/mandolynCheck,164
,,Try to make him proud today!,争取今天能让他开心吧！,Vellie/mandolynCheck,164
,,"Hey, Otus! <30>I was thinking of making some<nl>pie for the village later on.",嗨，欧图斯！<30>我正考虑做一些馅饼，<nl>等下分给村里的人呢。,Vellie/mandolynCheck,185
,,Maybe <30>Geddy would like to come t<10>o<10>o<10>?,也许<30>格迪<10>也<10>会来拿一些尝尝？,Vellie/mandolynCheck,185
,,"I'll make plenty, just in case! Hee hee!",我要多做点的，免得不够分！嘻嘻！,Vellie/mandolynCheck,185
,,I should create a new song!,是时候作首新歌了！,Vellie/mandolynCheck,206
,,There's a nice breeze today.,今天的风儿真是舒适。,Vellie/mandolynCheck,206
,,I like my guitar.,我喜欢我的吉他。,Vellie/mandolynCheck,206
,,"La, la, la, la.",啦，啦，啦，啦。,Vellie/mandolynCheck,206
,,"Dumdi, dumdi, dum.",答滴、答滴、答。,Vellie/mandolynCheck,206
,,"Hi, Geddy...<40> and Otus.",嗨，格迪……<40>还有欧图斯。,Vellie/mandolynCheck,251
,,"Hey, Mandolyn. Seen any troublemakers around?",嗨，曼德林。<nl>有在周围看到捣乱鬼吗？,Vellie/mandolynCheck,263
,,"No,<20> but I'm glad you're watching out for them.",没有，<20>不过我很高兴有人在管<nl>这件事。,Vellie/mandolynCheck,275
,,"With Strix's students here,<nl>there are so many owls around!",斯吉克斯的学生来这后，周围<nl>多了好多猫头鹰！,Vellie/mandolynCheck,275
,,"Yup, but me and Otus here's gonna take<nl>care of any trouble, not those slackers!",没错，但我和欧图斯会处理好<nl>麻烦，那些懒鸟可做不到！,Vellie/mandolynCheck,288
,,We're a dream team!,我们可是理想中的队伍！,Vellie/mandolynCheck,288
,,I'm glad you're having fun.,我很高兴你能玩得这么开心。,Vellie/mandolynCheck,304
,,"Just watch out for ginormous pirates now, <15>you <15>hear!",别忘了盯紧那个巨型海盗，<15>你<15>听<15>到了吗！,Vellie/mandolynCheck,304
,,"Oh, how terribly frightening!",哦，真是吓死我了！,Vellie/mandolynCheck,326
,,You have to catch that trouble maker!,你必须得抓住那个捣乱鬼！,Vellie/mandolynCheck,326
,,"Please, Otus!",拜托了，欧图斯！,Vellie/mandolynCheck,338
,,Please stop that trouble maker!,请阻止那个捣乱鬼！,Vellie/mandolynCheck,338
,,So you and Geddy will be heading off to <b>Advent<b>?,所以你和格迪要去<b>爱文德城<b>吗？,Vellie/mandolynCheck,356
,,Are you going to be OK?,事情会顺利吧？,Vellie/mandolynCheck,356
,,.<30>.<30>.,…<30>…<30>…,Vellie/mandolynCheck,365
,,I'm sure you will be!,我相信你会成功的！,Vellie/mandolynCheck,371
,,"You're a bit clumsy,<nl>but together you can do it!",虽然你有点笨拙，但只要和朋<nl>友齐心协力你就能成功的！,Vellie/mandolynCheck,371
,,I guess Advent won't be safe for a while...,我想爱文德城会有好一阵子不<nl>得安宁……,Vellie/mandolynCheck,384
,,I'll have to put off my vacation there.,我得推迟去那度假的计划了。,Vellie/mandolynCheck,384
,,.<20>.<20>.<20>,…<20>…<20>…<20>,Vellie/mandolynCheck,389
,,"Oh, but what am I talking about?",哦，我在说什么呢？,Vellie/mandolynCheck,394
,,The most important thing is that you two are OK.,最重要的是你们俩能平安无事。,Vellie/mandolynCheck,394
,,Do your best so Asio won't get all cranky again!,全力做好，别再惹艾西欧发脾气了！,Vellie/mandolynCheck,400
,,...,……,Vellie/mandolynCheck,411
,,"Shouldn't you be going, Otus?",你不是该出发了吗，欧图斯？,Vellie/mandolynCheck,416
,,Asio is depending on you...,艾西欧还指望着你呢……,Vellie/mandolynCheck,416
,,So many people lost their homes...,有太多人失去了他们的家园……,Vellie/mandolynCheck,437
,,We have to do our best to<nl>help them settle here in Vellie...,我们得尽我们所能帮助他们在<nl>维里村安家……,Vellie/mandolynCheck,437
,,"Oh! But you should rest until<nl>you've recovered, Otus!",不过在你完全康复前，你应该<nl>好好休息，欧图斯！,Vellie/mandolynCheck,437
,,You still look a little frail.,你看起来还有些虚弱。,Vellie/mandolynCheck,437
,,I... <30>I really hope Geddy is OK.,我……<30>我真心希望格迪没事。,Vellie/mandolynCheck,452
,,I've never seen him this... <30>distraught.,我从没见过他如此……<30>心烦意乱。,Vellie/mandolynCheck,452
,,"Ever since I met him, he's always been the <b>happy guy<b>, you know?",从我认识他以来，他一直都是<nl>个<b>开心果<b>，你知道吗？,Vellie/mandolynCheck,452
,,The guy that makes you want to... <30>play a litte melody.,他是那种能让你开心到想……<nl><30>唱歌的人。,Vellie/mandolynCheck,470
,,"I'm sorry Otus, I'm just a little worrier, <15>ha<15>ha.",我很抱歉，欧图斯，我只是有<nl>些担心，<15>哈<15>哈。,Vellie/mandolynCheck,486
,,...,……,Vellie/mandolynCheck,498
,,"Hi, Geddy!",嗨，格迪！,Vellie/mandolynCheck,519
,,Are you and Otus doing okay?,你和欧图斯还好吗？,Vellie/mandolynCheck,524
,,You went through a lot...,听说你们遭遇了很多……,Vellie/mandolynCheck,524
,,"Don't worry about us, Mandolyn.",别担心我们，曼德林。,Vellie/mandolynCheck,530
,,We have to help receive the refugees.,我们得帮忙安顿难民。,Vellie/mandolynCheck,530
,,Is there anything we can do to help?,有什么事是我们能帮上忙吗？,Vellie/mandolynCheck,530
,,.<5>.<5>.<20>I think the two of you should take some time to recover.,…<5>…<5>…<20>你们俩应该花时间在身<nl>体恢复上面。,Vellie/mandolynCheck,537
,,Let the rest of us take care of things for a while.,这段时间的琐事就交给我们吧。,Vellie/mandolynCheck,537
,,Fly around a bit and take your mind off things!,到处飞一飞，别想那么多烦心事！,Vellie/mandolynCheck,543
,,How does that sound?,这个提议怎么样？,Vellie/mandolynCheck,543
,,Oh... Yeah...,哦……好吧……,Vellie/mandolynCheck,549
,,.<10>.<10>.,…<10>…<10>…,Vellie/mandolynCheck,553
,,"You heard her, Otus! Let's explore a bit on our own!",你就听她说的，欧图斯！<nl>我们到周围散散心吧！,Vellie/mandolynCheck,562
,,"Just relax, you two!",你们俩只要想着休息的事就行了！,Vellie/mandolynCheck,584
,,Leave it all to us while you recover!,好好休养，其它的就交给我们吧！,Vellie/mandolynCheck,584
,,Geddy!<10> Otus!<10> How are you two?,格迪！<10> 欧图斯！<10>你们俩还好吗？,Vellie/mandolynCheck,607
,,You've been away for a while...,好一阵子没见到你们了……,Vellie/mandolynCheck,612
,,Are you staying safe?,你没做什么危险的事吧？,Vellie/mandolynCheck,612
,,Safe? Umm...,危险的事？嗯……,Vellie/mandolynCheck,618
,,Er... Um...,呃……嗯……,Vellie/mandolynCheck,618
,,.<5>.<5>.,…<5>…<5>…,Vellie/mandolynCheck,627
,,Of course!,当然没有！,Vellie/mandolynCheck,641
,,"We wouldn't get ourselves into trouble, Mandolyn.",我们不会给自己找麻烦的，曼德林。,Vellie/mandolynCheck,647
,,Don't worry about us. The pirates<nl>seem to have left for now.,别担心我们。现在海盗都走了。,Vellie/mandolynCheck,647
,,...Mostly.,……应该说是大部分。,Vellie/mandolynCheck,647
,,.<10>.<10>.,…<10>…<10>…,Vellie/mandolynCheck,659
,,Good!,太好了！,Vellie/mandolynCheck,668
,,"I hope you stay for a while,<10> now that you're here.",既然来了，<10>我希望你能在这多待会。,Vellie/mandolynCheck,668
,,"Things are getting better here,<nl>now that everyone's settling in.",情况正在好转，现在所有人都<nl>安置下来了。,Vellie/mandolynCheck,668
,,"Hmmm, I need to figure out what to cook today.",嗯，我得想想今天要做什么菜。,Vellie/mandolynCheck,682
,,There are lots of mouths to feed!,有好多张嘴要喂呢！,Vellie/mandolynCheck,682
,,Hey Otus.,嗨，欧图斯。,Vellie/mandolynCheck,700
,,Um...,嗯……,Vellie/mandolynCheck,700
,,"Geddy dropped by and picked up<nl>his things, and then he left...",格迪过来拿走他的东西，然后<nl>就离开了……,Vellie/mandolynCheck,700
,,"Are...<20> are you two,<10> well,<10> OK?",你们俩……<20>相处得<10>还好<10>吗？,Vellie/mandolynCheck,700
,,He seemed to be really angry about something...,他看起来很生气……,Vellie/mandolynCheck,700
,,"I'm sure whatever happened,<nl>you did the right thing.",我相信不论发生什么，你都会<nl>坚持正确的事。,Vellie/mandolynCheck,715
,,"We all know that you always mean well, Otus.",我们一直都知道你很善良，欧图斯。,Vellie/mandolynCheck,715
,,"Don't worry, Geddy probably<nl>just has some thinking to do.",别担心，也许格迪只是有事要办。,Vellie/mandolynCheck,728
,,You two are friends!,你们俩可是好朋友！,Vellie/mandolynCheck,728
,,"Oh, you're looking for a way into Mesos?",哦，你们在找去中间区的路？,Vellie/mandolynCheck,734
,,"I don't know about that, but Bomboman might!",这我不太清楚，但邦伯曼也许知道！,Vellie/mandolynCheck,739
,,His family lives in Mesos.,他老家就在中间区。,Vellie/mandolynCheck,739
,,"Hi, little Otus!",嗨，小欧图斯！,Vellie/bomboCheck,20
,,Looking for pirates?,在找海盗吗？,Vellie/bomboCheck,20
,,I think I seen some.,我见到了他们。,Vellie/bomboCheck,20
,,"Saw them west, at <b>lookout point<b>.",就在西边<b>瞭望台<b>处。,Vellie/bomboCheck,37
,,Maybe check it out.,也许你该去那里看看。,Vellie/bomboCheck,37
,,"Also, <30>there be <b>troublemaker<b> around village.",还有，<30>村里出了个<b>捣乱鬼<b>。,Vellie/bomboCheck,52
,,"Is not you, <30>is it?",不是你，<30>对吧？,Vellie/bomboCheck,52
,,Somebody is stealing my bongos!,总之有谁在偷我的邦戈鼓！,Vellie/bomboCheck,52
,,Don't be slacking off now!,你千万别松懈巡逻的工作！,Vellie/bomboCheck,63
,,"Hm, I think I need new bongos.",嗯，我觉得我需要新的邦戈鼓。,Vellie/bomboCheck,87
,,Maybe I get some in <b>Advent<b>.,也许我能在<b>爱文德城<b>找到一些。,Vellie/bomboCheck,87
,,Big bongos!,大的邦戈鼓！,Vellie/bomboCheck,87
,,Maybe little Otus will go there some day!,也许有一天，小欧图斯也会去那里！,Vellie/bomboCheck,87
,,"Life is full of music, Otus.",生命满是音乐，欧图斯。,Vellie/bomboCheck,111
,,"All you need to do, <30>is stop and listen!",你要做的就是<30>驻足倾听！,Vellie/bomboCheck,111
,,Like so!,就像这样！,Vellie/bomboCheck,111
,,That is my original song!,这是我原创的歌曲！,Vellie/bomboCheck,130
,,A bombo song!,一首用鼓演奏的曲子！,Vellie/bomboCheck,130
,,"Don't get distracted by my drums, Otus!",别因为我的鼓声分心了，欧图斯！,Vellie/bomboCheck,152
,,You have job to do!,你还有工作要做！,Vellie/bomboCheck,152
,,"...Alright, I play my Bombo song again for you.",……好吧，让我再次用鼓为你<nl>演奏一曲吧。,Vellie/bomboCheck,161
,,There you go. Song for you!,演奏完毕。这是献给你的歌！,Vellie/bomboCheck,174
,,Now back to work!,现在回去工作吧！,Vellie/bomboCheck,174
,,"Listen to the beat, Otus man!",听听这节奏，欧图斯小伙！,Vellie/bomboCheck,200
,,Bom bom bom!,磅磅磅！,Vellie/bomboCheck,200
,,Feel the rhythm.,感受韵律。,Vellie/bomboCheck,200
,,There you go. Song for you!,演奏完毕。这是献给你的歌！,Vellie/bomboCheck,216
,,Otus look sad.,欧图斯看起来很伤心。,Vellie/bomboCheck,247
,,Do something wrong again?,又出了什么问题吗？,Vellie/bomboCheck,247
,,Drum a song to make Otus feel better.,让我用鼓演奏一曲让欧图斯开<nl>心起来。,Vellie/bomboCheck,265
,,There you go. Song for you!,演奏完毕。这是献给你的歌！,Vellie/bomboCheck,279
,,Keep spirits up!,打起精神来！,Vellie/bomboCheck,279
,,"Hurry, little Otus!",快点，小欧图斯！,Vellie/bomboCheck,300
,,Must chase troublemaker!,必须追上捣乱鬼！,Vellie/bomboCheck,300
,,"Bomboman would go, but<nl>can't fly on my own!",邦伯曼想去追，但我不会飞！,Vellie/bomboCheck,300
,,Counting on you!,只能靠你了！,Vellie/bomboCheck,300
,,Mmmm...,嗯……,Vellie/bomboCheck,325
,,You going to Advent now?,你现在准备去爱文德城？,Vellie/bomboCheck,325
,,Bom bom bom!,磅磅磅！,Vellie/bomboCheck,325
,,"Remember, Asio is harsh, but he means well.",你要知道，虽然艾西欧很严厉，<nl>但他本意是好的。,Vellie/bomboCheck,325
,,"You two will stop the pirates,<nl>Bomboman knows it.",你们会成功阻止海盗的，<nl>邦伯曼相信你俩。,Vellie/bomboCheck,325
,,Then Vellie will be safe.,然后维里村就会迎来和平。,Vellie/bomboCheck,325
,,So little Otus is going to Advent...,那么小的欧图斯要去爱文德城……,Vellie/bomboCheck,349
,,I'll play song for good luck!,听我演奏一曲好运之歌！,Vellie/bomboCheck,349
,,There you go!,演奏完毕！,Vellie/bomboCheck,363
,,Hm... Maybe I should make new one soon.,嗯……也许我该创作新的歌曲。,Vellie/bomboCheck,363
,,"Glad to see you safe, little Otus.",真高兴你能平安无事，小欧图斯。,Vellie/bomboCheck,383
,,Heard you were very brave in Advent.,听说你在爱文德城的表现得非常<nl>勇敢。,Vellie/bomboCheck,383
,,Don't push yourself too hard.,别太难为自己。,Vellie/bomboCheck,383
,,We must all help out now.,现在我们都会帮忙的。,Vellie/bomboCheck,404
